ID_Traza,Ley_Fuente,Articulo,Objetivo,Stakeholder,ID_Evidencia,ID_Requisito,Tipo,ID_CU,ID_HU,ID_CA,Componente,ID_Mockup,MoSCoW,Estado_Cierre,Nota
TR-2B-035,Operación,Art. N/A,Registrar pago y comprobante,Recepción,EV-ENTR07-02,RF-11,RF,CU-10,HU-10,CA-10,Pagos,MU-15;MU-16;MU-40;MU-41,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-036,Operación,Art. N/A,Registrar pago y comprobante,Recepción,EV-ENTR08-03,RF-11,RF,CU-10,HU-10,CA-10,Pagos,MU-15;MU-16;MU-40;MU-41,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-037,Operación,Art. N/A,Resolver pagos pendientes,Administrador,EV-ENTR02-04,RF-12,RF,N/A,N/A,CA-N/A,Pagos,MU-15;MU-40,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-038,Operación,Art. N/A,Resolver pagos pendientes,Administrador,EV-ENTR03-04,RF-12,RF,N/A,N/A,CA-N/A,Pagos,MU-15;MU-40,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-039,Operación,Art. N/A,Resolver pagos pendientes,Administrador,EV-ENTR07-07,RF-12,RF,N/A,N/A,CA-N/A,Pagos,MU-15;MU-40,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-040,Operación,Art. N/A,Registrar asistencia,Recepción,EV-ENTR02-03,RF-13,RF,CU-11,HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-041,Operación,Art. N/A,Registrar asistencia,Recepción,EV-ENTR03-03,RF-13,RF,CU-11,HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-042,Operación,Art. N/A,Registrar asistencia,Recepción,EV-ENTR04-02,RF-13,RF,CU-11,HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-043,Operación,Art. N/A,Registrar asistencia,Recepción,EV-ENTR07-07,RF-13,RF,CU-11,HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-044,Operación,Art. N/A,Registrar asistencia,Recepción,EV-ENTR08-02,RF-13,RF,CU-11,HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-045,Operación,Art. N/A,Consultar asistencia,Personal autorizado,EV-ENTR03-01,RF-14,RF,CU-12,HU-12,CA-12,Asistencia,MU-20;MU-46;MU-56;MU-65(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-046,Operación,Art. N/A,Consultar asistencia,Personal autorizado,EV-ENTR07-01,RF-14,RF,CU-12,HU-12,CA-12,Asistencia,MU-20;MU-46;MU-56;MU-65(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-047,Operación,Art. N/A,Consultar asistencia,Personal autorizado,EV-ENTR08-05,RF-14,RF,CU-12,HU-12,CA-12,Asistencia,MU-20;MU-46;MU-56;MU-65(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-048,Operación,Art. N/A,Consultar asistencia,Personal autorizado,EV-ENTR09-06,RF-14,RF,CU-12,HU-12,CA-12,Asistencia,MU-20;MU-46;MU-56;MU-65(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-049,Operación,Art. N/A,Administrar productos,Administrador,EV-ENTR01-01,RF-15,RF,CU-13,HU-13,CA-13,Inventario,MU-19;MU-28;MU-44;MU-45,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-050,Operación,Art. N/A,Administrar productos,Administrador,EV-ENTR02-05,RF-15,RF,CU-13,HU-13,CA-13,Inventario,MU-19;MU-28;MU-44;MU-45,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-051,Operación,Art. N/A,Registrar movimientos de stock,Personal autorizado,EV-ENTR01-04,RF-16,RF,CU-14,HU-14,CA-14,Inventario,MU-69,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-052,Operación,Art. N/A,Registrar movimientos de stock,Personal autorizado,EV-ENTR04-04,RF-16,RF,CU-14,HU-14,CA-14,Inventario,MU-69,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-053,Operación,Art. N/A,Registrar movimientos de stock,Personal autorizado,EV-ENTR07-03,RF-16,RF,CU-14,HU-14,CA-14,Inventario,MU-69,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-054,Operación,Art. N/A,Registrar venta,Recepción,EV-ENTR02-05,RF-17,RF,CU-15,HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-055,Operación,Art. N/A,Registrar venta,Recepción,EV-ENTR03-01,RF-17,RF,CU-15,HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-056,Operación,Art. N/A,Registrar venta,Recepción,EV-ENTR04-04,RF-17,RF,CU-15,HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-057,Operación,Art. N/A,Registrar venta,Recepción,EV-ENTR07-03,RF-17,RF,CU-15,HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-058,Operación,Art. N/A,Registrar venta,Recepción,EV-ENTR08-03,RF-17,RF,CU-15,HU-15,CA-15,Ventas,MU-18;MU-27;MU-42;MU-43,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-059,Base interna,N/A,Alertar stock y rotación,Administrador,EV-ENTR01-04,RF-18,RF,N/A,N/A,CA-N/A,Inventario,MU-10;MU-19;MU-44,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-060,Base interna,N/A,Alertar stock y rotación,Administrador,EV-ENTR02-05,RF-18,RF,N/A,N/A,CA-N/A,Inventario,MU-10;MU-19;MU-44,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-061,Base interna,N/A,Alertar stock y rotación,Administrador,EV-ENTR05-04,RF-18,RF,N/A,N/A,CA-N/A,Inventario,MU-10;MU-19;MU-44,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-062,Base interna,N/A,Alertar stock y rotación,Administrador,EV-ENTR06-04,RF-18,RF,N/A,N/A,CA-N/A,Inventario,MU-10;MU-19;MU-44,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-063,Operación,Art. N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR02-01,RF-19,RF,CU-16,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-064,Operación,Art. N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR02-06,RF-19,RF,CU-16,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-065,Operación,Art. N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR03-05,RF-19,RF,CU-16,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-066,Operación,Art. N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR04-05,RF-19,RF,CU-16,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-067,Operación,Art. N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR07-03,RF-19,RF,CU-16,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-068,Operación,Art. N/A,Cerrar turno y conciliar caja,Recepción,EV-ENTR08-04,RF-19,RF,CU-16,HU-16,CA-16,Caja,MU-70,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-069,Operación,Art. N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR02-01,RF-20,RF,CU-17,HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-070,Operación,Art. N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR02-08,RF-20,RF,CU-17,HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-071,Operación,Art. N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR03-07,RF-20,RF,CU-17,HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-072,Operación,Art. N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR04-06,RF-20,RF,CU-17,HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-073,Operación,Art. N/A,Gestionar novedades internas,Personal autorizado,EV-ENTR05-01,RF-20,RF,CU-17,HU-17,CA-17,Novedades,MU-21;MU-31;MU-50;MU-51;MU-61,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-074,Base interna,N/A,Gestionar horario y disponibilidad de instructor,Administrador,EV-ENTR07-06,RF-21,RF,N/A,N/A,CA-N/A,Instructores,MU-23;MU-33;MU-48;MU-49;MU-58,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-075,Base interna,N/A,Gestionar horario y disponibilidad de instructor,Administrador,EV-ENTR09-03,RF-21,RF,N/A,N/A,CA-N/A,Instructores,MU-23;MU-33;MU-48;MU-49;MU-58,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-076,Base interna,N/A,Gestionar horario y disponibilidad de instructor,Administrador,EV-ENTR10-02,RF-21,RF,N/A,N/A,CA-N/A,Instructores,MU-23;MU-33;MU-48;MU-49;MU-58,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-077,Operación,Art. N/A,Administrar rutinas,Instructor,EV-ENTR01-05,RF-22,RF,CU-18,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-078,Operación,Art. N/A,Administrar rutinas,Instructor,EV-ENTR05-04,RF-22,RF,CU-18,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-079,Operación,Art. N/A,Administrar rutinas,Instructor,EV-ENTR09-01,RF-22,RF,CU-18,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-080,Operación,Art. N/A,Administrar rutinas,Instructor,EV-ENTR09-02,RF-22,RF,CU-18,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-081,Operación,Art. N/A,Administrar rutinas,Instructor,EV-ENTR09-03,RF-22,RF,CU-18,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-082,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR01-05,RF-23,RF,CU-19,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-083,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR09-01,RF-23,RF,CU-19,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-084,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR09-04,RF-23,RF,CU-19,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-085,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR10-01,RF-23,RF,CU-19,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-086,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR10-03,RF-23,RF,CU-19,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-087,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR09-04,RF-24,RF,N/A,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-088,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR09-05,RF-24,RF,N/A,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-089,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR09-06,RF-24,RF,N/A,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-090,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR10-03,RF-24,RF,N/A,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-091,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR10-04,RF-24,RF,N/A,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-092,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR01-05,RF-25,RF,N/A,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-093,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR05-05,RF-25,RF,N/A,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-094,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR06-04,RF-25,RF,N/A,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-095,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR07-04,RF-25,RF,N/A,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-096,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR08-05,RF-25,RF,N/A,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
